English,Bulgarian
buttermilk,мътеница
blackness,чернота
reigns,царува
nοt,не
astral,астрален
scorned,презрян
examinations,прегледи
consented,съгласие
Chadwick,Чадуик
indie,инди
Dayton,Дейтън
Salome,Саломе
tyr,тир
Daenerys,Дейнерис
nieces,племенници
EEG,ЕЕГ
gangrene,гангрена
Faulkner,Фокнър
innkeeper,кръчмар
patented,патентована
impudent,нагъл
sanitary,санитарен
Ishida,Ишида
Andersen,Андерсен
cellphones,мобилни телефони
crunches,коремни преси
Rhine,Рейн
atropine,атропин
V8,V8
nobody'll,никой няма
sledgehammer,ковашки чук
sawing,рязане
Lasalle,Ласал
Xindi,Зинди
multinational,мултинационален
crafted,изработени
Prozac,Прозак
Siberian,сибирски
wildcat,дива котка
apprehension,опасение
cranking,завъртане
revoke,отмени
sabotaging,саботиране
registering,регистриране
reportedly,съобщава се
tonsils,сливици
landfill,депо за отпадъци
computerized,компютъризиран
katara,катара
brainy,умствен
brightness,яркост
shelling,обстрел
knockin,чукам
bulldozer,булдозер
Osgood,Осгуд
brokers,брокери
fulfillment,изпълнение
merged,обединени
bleachers,белини
Petrie,Петри
Koba,Коба
Tywin,Тивин
watchful,бдителен
rarest,най-рядък
birdsong,птича песен
MBA,MBA
boing,Боинг
ong,ong
chartered,чартиран
bistro,бистро
Dastan,Дастан
Korben,Корбен
scarring,белези
retches,повръщане
flashlights,фенерчета
Hercule,Херкулес
Manfred,Манфред
analyse,анализирам
straits,проливи
Yul,Юл
nitwit,глупак
spasm,спазъм
arterial,артериална
outlawed,извън закона
deteriorating,влошава се
Bellevue,Белвю
townspeople,жители на града
boosters,бустери
aspiring,стремящ се
spanked,напляскани
Corp.,Corp.
dawned,осъмна
twinkie,twinkie
Neff,Неф
Schroeder,Шрьодер
rustles,шумоли
ketamine,кетамин
getup,ставай
suki,суки
birdy,птиче
subscribe,Абонирай се
Zelig,Зелиг
appreciative,признателен
lain,лежеше
uttered,изречено
disdain,презрение
averted,предотвратен
inquiring,питане
hoarding,иманярство
Andes,Андите
yearly,годишно
problemo,problemo
retards,изоставащи
subpoenaed,призован
remanded,задържан под стража
Gredenko,Греденко
warlords,военачалници
informs,информира
ligature,лигатура
partisan,партизанско
Ludlow,Лъдлоу
melodrama,мелодрама
enquiries,запитвания
Foyle,Фойл
teeming,изобилен
Isengard,Исенгард
disbarred,лишен от адвокатски права
opa,опа
lz,lz
plumbers,водопроводчици
keisha,кейша
Odysseus,Одисей
streetcar,трамвай
docile,послушен
Faber,Фабер
rummy,руми
pasty,пастообразен
Senna,Сена
seatbelts,предпазни колани
reb,реб
im,аз съм
flicker,трептене
etched,гравиран
Bram,Брам
rouse,събуждам
Serbs,сърби
Kaiju,Кайджу
uncuff,разкопчайте
opted,избрал
Kimmie,Кими
Glenda,Гленда
Percival,Пърсивал
hunky,хлапак
Colbert,Колбърт
prompted,подканен
seamstress,шивачка
foreseen,предвидено
kinks,прегъвания
glows,свети
royale,роял
weirdly,странно
dimples,трапчинки
waltzing,валсиране
looney,лудник
Bren,Брен
hasten,бързам
turnin,обръщам се
excites,възбужда
busboy,автобусен автобус
suppressing,потискане
violates,нарушава
psychics,екстрасенси
Palestinians,палестинци
Gimli,Гимли
Théoden,Теоден
bolin,болин
launder,пералня
seekers,търсачи
Somali,сомалийски
napa,напа
null,нула
gambit,гамбит
dentists,зъболекари
wavelength,дължина на вълната
Demetrius,Димитър
nosebleed,кървене от носа
flirted,флиртуваше
Dietrichson,Дитрихсон
trotter,рисач
standstill,застой
crapped,скапан
stony,каменист
chummy,приятелски
Hutchinson,Хътчинсън
lint,мъх
nog,nog
sped,ускори
coldest,най-студено
Jeanine,Жанин
porcupine,бодливо свинче
unintelligible,неразбираем
mowing,косене
induction,индукция
tramps,скитници
instances,инстанции
doesn,прави
chica,чика
Crete,Крит
pout,нацупвам се
unis,унис
Barbados,Барбадос
O'Hare,О'Хеър
oozing,изтичане
trois,троа
clasp,закопчалка
splatter,пръскане
Goddard,Годард
Hershel,Хершел
corkscrew,тирбушон
42nd,42-ро
dopamine,допамин
measurement,измерване
brimstone,сяра
tweeting,туитване
Larissa,Лариса
inquisitive,любознателен
flimsy,крехък
kleenex,клейнекс
microbes,микроби
Vishnu,Вишну
boogeyman,бугимен
Kringle,Крингъл
ajob,работа
veritable,истински
bitsy,малко
magnifying,уголемяване
moly,молибден
visor,козирка
segregation,сегрегация
similarity,сходство
Halsey,Хелси
stomped,тропна
compute,изчислявам
Bly,Блай
anemia,анемия
divorces,разводи
B.J.,Б. Дж.
crusty,хрупкава
consignment,пратка
regrettably,за съжаление
portrayed,изобразен
socialize,социализират се
regionals,регионални
kilograms,килограми
pl,мн
gourd,кратуна
queasy,гадене
glider,планер
Mulan,Мулан
Chernobyl,Чернобил
receding,отдалечаващ се
Kubrick,Кубрик
blockhead,тъпак
apostle,апостол
lightsaber,светлинен меч
Mongolia,Монголия
reinstate,възстановявам
idly,безделно
carat,карат
mygod,Боже мой
inconceivable,немислимо
feral,див
pores,пори
Abbas,Абас
stumped,спънат
wheezes,хрипове
hooligan,хулигански
patching,изкърпване
Argus,Аргус
gung,пушка
excavation,разкопки
croaking,грачене
northbound,на север
stepson,доведен син
sacrificial,жертвен
alcoholism,алкохолизъм
starch,нишесте
Aguilar,Агилар
koala,коала
embryos,ембриони
matador,матадор
agua,agua
joes,Джоус
thisis,това е
antlers,еленови рога
descends,слиза
breakout,пробив
Westchester,Уестчестър
rune,руна
bullpen,бик
admin,администратор
fab,фаб
overprotective,свръхпротективен
Peruvian,перуански
creamed,сметана
thru,през
protégé,протеже
systematic,систематичен
Brant,Брант
nicknamed,прякор
schematic,схематичен
Saxons,саксонци
Cossack,казашки
humanly,човешки
rages,бушува
naps,дрямка
expanse,простор
cellmate,съкилийник
travesty,пародия
mallard,зеленоглава патица
arf,арф
formations,образувания
matured,узрял
insignia,отличителни знаци
negativity,негативизъм
puzzling,озадачаващо
obesity,затлъстяване
hamper,затруднявам
wildlings,диваци
kaboom,kaboom
fowl,кокошка
Sátur,Sátur
crouch,прикляквам
velcro,велкро
jiggle,поклащам се
filmmakers,режисьорите
Mullen,Мълън
Vietcong,Виетконг
Legolas,Леголас
contaminate,замърсявам
citation,цитат
usable,използваем
shakedown,шейкдаун
somethings,нещо
Crenshaw,Креншоу
ironed,изгладени
conflicting,конфликтни
methadone,метадон
Mays,Мейс
pimples,пъпки
atrocity,зверство
Rudolf,Рудолф
